account_idx,true_label,xgb_proba,anomaly_score,risk_score,risk_tier
103,0,0.000453382486011833,0.15745606376733057,0.031853918742275576,Green
104,0,0.02507360652089119,0.05870613919448497,0.03180011305560994,Green
105,0,0.00029457481286954135,0.05703891695822063,0.011643443241939756,Green
106,0,0.0006886096787638963,0.2360054741377902,0.047751982570569146,Green
107,0,0.0003051670733839273,0.04217560416173132,0.008679254491053404,Green
108,0,0.012592398561537266,0.07887365773069747,0.025848650395369304,Green
109,0,0.025588215515017512,0.1146423625248797,0.043399044916989954,Green
110,0,0.0002995055518113076,0.10204503973443235,0.02064861238833551,Green
111,0,0.007157080806791782,0.13325911055394438,0.0323774867562223,Green
112,0,0.002795563032850623,0.044910703377948016,0.0112185911018701,Green
113,0,0.00017194942047353833,0.27329998145250256,0.054797555826879334,Green
114,0,5.105623640702106e-05,0.08937262019718073,0.017915369028561758,Green
115,0,0.00787082128226757,0.22632160640896118,0.05156097830760628,Green
116,0,0.0011731657665222882,0.22772111691965294,0.046482755997148406,Green
117,0,0.0006152921007014811,0.07169520602705945,0.014831274885973073,Green
118,0,0.058510332554578784,0.06379382957965629,0.059567031959594285,Green
119,0,0.0004344578017480671,0.18486338776406006,0.03732024379421045,Green
120,0,0.00015917661075945944,0.04526488230580867,0.009180317749769299,Green
121,0,0.001299403002485633,0.04765017517006749,0.010569557436002002,Green
122,0,0.00026839594938792287,0.7142750657016391,0.14306972989983813,Green
123,0,0.00031520224292762576,0.0718428547868692,0.014620732751715939,Green
124,0,0.00047912505688145756,0.2025536252827545,0.04089402510205606,Green
125,0,0.001559970318339765,0.13789132695038087,0.02882624164474798,Green
126,0,0.00041748976218514144,0.2118028726130221,0.042694566332352524,Green
127,0,0.014862492866814136,0.043528509293184935,0.020595696152088293,Green
128,0,0.0006793590029701591,0.13773096496344514,0.02808968019506515,Green
129,0,0.0001777159719495103,0.1031741058494662,0.020776993947452842,Green
130,0,0.0007575088064186275,0.16864923765655823,0.03433585457644654,Green
131,0,0.0001481631465139799,0.17797869612286057,0.03571426974178329,Green
132,0,0.006474599894136191,0.07054894779857668,0.019289469475024287,Green
133,0,0.001764326961711049,0.048471297154479974,0.011105721000264832,Green
134,0,8.453025366179645e-05,0.080151864664063,0.01609799713574203,Green
135,0,0.002087940345518291,0.05099972058752456,0.011870296393919542,Green
136,0,0.2020473897457123,0.054050372586156734,0.17244798631380118,Green
137,0,0.0007653109089005738,0.046237556615872914,0.00985976005029504,Green
138,0,0.00041866513784043495,0.043759634792219455,0.009086859068716237,Green
139,0,0.006298729311674833,0.32545090600701826,0.07012916465074351,Green
140,0,0.00015186899690888822,0.044026447835727935,0.008926784764672695,Green
141,0,0.0008957046491559596,0.04838183103572976,0.010392929926470718,Green
142,0,4.5216637226985766e-05,0.1545402979648424,0.03094423290275006,Green
143,0,0.0012152835726737977,0.0993491401818103,0.020842054894501097,Green
144,0,0.005498004704713821,0.049772795887533694,0.014352962941277794,Green
145,0,0.003623490920290351,0.17420015899964067,0.037738824536160405,Green
146,0,0.00024134331615641714,0.1756453427801477,0.035322143208954666,Green
147,0,0.0004259546403773129,0.08767856839054708,0.01787647739041126,Green
148,0,0.0011196521343663334,0.09373164358616531,0.019642050424726124,Green
149,0,0.000552707863971591,0.09720083464987896,0.01988233322115306,Green
150,0,0.00032081492245197293,0.14347280425570433,0.02895121278910244,Green
151,0,0.00011311479174764827,0.08657674658769014,0.017405841150936144,Green
152,0,9.630843269405886e-05,0.11168701896468969,0.02241445053909318,Green
153,0,0.0001837115181842819,0.038883882284331386,0.007923745671413702,Green
154,0,0.00012972134427400306,0.030917506537277737,0.006287278382874749,Green
155,0,0.004261273052543401,0.0896088748423234,0.021330793410499396,Green
156,0,0.0017610290669836104,0.08992480612040721,0.019393784477668326,Green
157,0,0.0006127429893240333,0.09452151188811414,0.01939449676908205,Green
158,0,0.00044802884804084897,0.05258725162371589,0.010875873403175855,Green
159,0,0.00020845491089858115,0.0526913204476511,0.010705028018249081,Green
160,0,8.071959746303037e-05,0.16473070146127386,0.033010715970225195,Green
161,0,0.0034941408317536115,0.15660655738324897,0.03411662414205267,Green
162,0,0.0013648500433191657,0.10055540015916561,0.021202960066488453,Green
163,0,0.00020851847948506476,0.10025563065859039,0.020217940915306126,Green
164,0,0.0003354729909915477,0.13179826957624452,0.026628032308042136,Green
165,0,0.04628621898591518,0.11998747309166286,0.061026469807064714,Green
166,0,0.0003382621740456671,0.32411952888136863,0.06509451551551025,Green
167,0,0.00020616256806533782,0.05118271538492712,0.010401473131437692,Green
168,0,0.0002740119001828134,0.16552626158112776,0.0333244618363718,Green
169,0,0.007173817418515682,0.09037563423805457,0.023814180782423457,Green
170,0,8.058824241743424e-05,0.09137151974620701,0.018338774543175347,Green
171,0,0.02170455493032932,0.06460357047182812,0.030284358038629076,Green
172,0,0.0008196070091798901,0.13222830879257688,0.02710134736585928,Green
173,0,0.0007783428067341448,0.11957135982750482,0.024536946210888273,Green
174,0,0.0003617886337451637,0.19914347371868482,0.04011812565073309,Green
175,0,0.0002156744245439768,0.045434483182580296,0.009259436176151239,Green
176,0,0.0002635377808474004,0.048343986488024744,0.009879627522282868,Green
177,0,0.00014679857122246176,0.07252783766349999,0.014623006389677963,Green
178,0,0.0014306884841062129,0.06283829046806494,0.013712208880897955,Green
179,0,0.00041426727548241613,0.06684782195727276,0.013700978211840483,Green
180,0,0.0002144582278560847,0.07392449341958254,0.014956465266201374,Green
181,0,0.00016105994873214514,0.16674993125958532,0.03347883421090277,Green
182,0,0.001880164910107851,0.229249339844959,0.047353999897078065,Green
183,0,0.000473177689127624,0.05497616411747022,0.011373774974796143,Green
184,0,0.0001993116282392293,0.09063537088966558,0.018286523480524498,Green
185,0,0.011186204897239803,0.15318753800184062,0.03958647151815996,Green
186,0,0.0008615644881501793,0.07894365532341256,0.016477982655202655,Green
187,0,0.022065048664808275,0.09402867175259111,0.03645777328236484,Green
188,0,0.0001489946327637881,0.08678420927970576,0.01747603756215218,Green
189,0,0.00038695219554938374,0.014362346655198754,0.0031820310874792574,Green
190,0,0.0004162901022937149,0.025619463096238172,0.0054569247010826044,Green
191,0,0.0012172950664535165,0.06320845984831247,0.013615528022825304,Green
192,0,0.0027059424202889202,0.09463213774153376,0.021091181484537883,Green
193,0,0.00042979517020285134,0.01417970594923313,0.003179777326008907,Green
194,0,0.00048471985501237215,0.05517010609329458,0.011421797102668812,Green
195,0,0.00014182912127580494,0.19083157039018045,0.03827977737505673,Green
196,0,0.002564837038516998,0.08958095913944861,0.019968061458703314,Green
197,0,0.00035793489660136403,0.05360300196357331,0.01100694830999575,Green
198,0,0.0009874166687950491,0.0641831565131613,0.013626564637668297,Green
199,0,9.617233590688556e-05,0.07138761651448015,0.014354461171621537,Green
200,0,0.0020914625376462935,0.055970145269442745,0.012867199084005581,Green
201,0,0.0021717330440878865,0.06926193848008592,0.015589774131287492,Green
202,0,0.0095544109120965,0.0469406240877431,0.017031653547225818,Green
203,0,0.005257027549669146,0.09159015928406339,0.022523653896547993,Green
204,0,0.0006889331969432532,0.05941025986745094,0.012433198531044787,Green
205,0,0.0020794261479750273,0.09078852074823716,0.019821245068027453,Green
206,0,0.5392159938812255,0.0689296498547658,0.4451587250759336,Amber
207,0,0.0011224304093047975,0.016204877444384307,0.004138919816320698,Green
208,0,8.921982444007882e-05,0.07152014813009169,0.014375405485570399,Green
209,0,0.0002702131518162787,0.05842374040136152,0.011900918601725326,Green
210,0,0.0026519762817770244,0.3358987269536042,0.06930132641614244,Green
211,0,0.0001161527557997033,0.0594190679399518,0.01197673579263012,Green
212,0,0.0006048548617400229,0.04548675865666885,0.009581235620725785,Green
213,0,0.0001683907728875056,0.18769835377507937,0.03767438337332587,Green
214,0,0.0006752720102667809,0.08020292819634024,0.016580803247481467,Green
215,0,0.001263770880177617,0.07328876536535907,0.015668769777213903,Green
216,0,0.0020021426025778055,0.0706433441846465,0.01573038291899154,Green
217,0,0.001242898445343599,0.09081577886014437,0.019157474528303752,Green
218,0,0.002369514014571905,0.11894123610481687,0.02568385843262089,Green
219,0,0.0008434200659394264,0.015299365341542635,0.003734609121060067,Green
220,0,0.1185926042497158,0.15149309718833306,0.12517270283743925,Green
221,0,0.0013489369652234017,0.034297972696617926,0.007938744111502305,Green
222,0,0.0002801316091790795,0.2247558824050082,0.04517528176834489,Green
223,0,0.0014917927794158457,0.07448555024383255,0.01609054427229918,Green
224,0,0.0019492603256367146,0.09385446304989216,0.0203303008704878,Green
225,0,0.03150569312274456,0.12804316706417576,0.050813187911030795,Green
226,0,0.017503788694739342,0.1812552235746609,0.050254075670723646,Green
227,0,6.407720975403209e-05,0.0958460157895172,0.01922046492570666,Green
228,0,0.0006329305819235742,0.03932651266319634,0.008371646998178125,Green
229,0,0.0006607174524106084,0.09711508473412618,0.019951590908753716,Green
230,0,0.0004802185925655067,0.04360292074864515,0.009104759023781434,Green
231,0,0.0013388703344389798,0.11217979465967085,0.023507055199485347,Green
232,0,0.00010693589429138229,0.09112490908543994,0.018310530532521088,Green
233,0,0.040691493451595305,0.03260772704325568,0.03907474016992738,Green
234,0,0.008147823531180619,0.008939943531123437,0.008306247531169183,Green
235,0,0.00016413688426837326,0.1270891520624187,0.025549139919898434,Green
236,0,0.00039186783251352606,0.10161369805756991,0.0206362338775248,Green
237,0,0.00011380512296454981,0.060201101888970265,0.01213126447616569,Green
238,0,9.79991484200582e-05,0.03127053663427516,0.006332506645591078,Green
239,0,0.015312747657299043,0.06309814773276519,0.02486982767239227,Green
240,0,0.0017285430105403066,0.16123102921806948,0.03362904025204613,Green
241,0,0.0005045433528721333,0.06509905871726962,0.013423446425751627,Green
242,0,0.0007752197911031544,0.03887463937893918,0.008395103708670358,Green
243,0,0.008013702370226384,0.11281571044480537,0.028974103985142177,Green
244,0,0.0009451414924114942,0.19675555030512715,0.04010722325495462,Green
245,0,0.0007461237953975796,0.08307148347289038,0.017211195730896137,Green
246,0,0.015362670272588731,0.057981098302863285,0.023886355878643642,Green
247,0,0.0001940241229021922,0.042432311774327595,0.008641681653187272,Green
248,0,0.0025821032002568242,0.1297426045902679,0.02801420347825903,Green
249,0,0.0007047182880342007,0.06134412364123122,0.012832599358673603,Green
250,0,0.00026665127370506525,0.0666688578286787,0.013547092584699787,Green
251,0,0.004601929150521755,0.09502410803092795,0.02268636492660299,Green
252,0,0.12448290586471557,0.2079403726086946,0.14117439921351138,Green
253,0,0.040723726898431775,0.06410244320976632,0.04539947016069869,Green
254,0,0.0011702119372785091,0.050441807657879624,0.01102453108139873,Green
255,0,0.0017806334188207984,0.09914071980516123,0.021252650696088882,Green
256,0,0.003049707412719727,0.08644350611315313,0.019728467152806406,Green
257,0,0.0013791126548312604,0.040923211487962206,0.009287932421457448,Green
258,0,0.010275462176650763,0.08630135879663577,0.02548064150064776,Green
259,0,0.00010848309902939947,0.1444738191633985,0.028981550311903213,Green
260,0,0.0004268840828444809,0.20390874512171522,0.041123256290618616,Green
261,0,0.0012451560702174901,0.14201523047898648,0.029399170951971282,Green
262,0,0.00010053776641143485,0.09550006217973672,0.01918044264907649,Green
263,0,0.0028250003699213265,0.027735686731353213,0.007807137642207702,Green
264,0,0.010658234544098377,0.17547065334017858,0.04362071830331441,Green
265,0,0.0032727107405662536,0.05044221988348781,0.012706612569150563,Green
266,0,0.005450787954032421,0.0728953985766989,0.018939710078565715,Green
267,0,0.32215924263000484,0.06198939344328721,0.2701252727926613,Green
268,0,0.00022005466162227093,0.07384186122093099,0.014944415973484013,Green
269,0,0.0006133326329290867,0.06233680165823817,0.012958026437990901,Green
270,0,0.046289671957492826,0.06584435262214965,0.05020060809042419,Green
271,0,0.0012963597662746906,0.10540058721454619,0.022117205255928984,Green
272,0,0.0010497804265469312,0.05842101508414054,0.01252402735806565,Green
273,0,0.0020126602612435818,0.026507679331213806,0.006911664075237626,Green
274,0,0.14555886387825012,0.0826527341067836,0.1329776379239568,Green
275,0,0.19563418328762053,0.06901413806995643,0.17031017424408773,Green
276,0,0.0006885567214339972,0.1391792227130724,0.02838668991976167,Green
277,0,0.025030457228422166,0.062058872662528804,0.03243614031524349,Green
278,0,0.0010564093594439329,0.028785908958236982,0.006602309279202542,Green
279,0,0.007282760366797447,0.039949692265976056,0.013816146746633166,Green
280,0,0.0003005363396368921,0.09530784470095029,0.019301998011899565,Green
281,0,6.117256270954385e-05,0.11268500732198514,0.022585939514564658,Green
282,0,0.0003759456914849579,0.051189939486489436,0.010538744450485851,Green
283,0,0.01424884870648384,0.04383090910724624,0.02016526078663632,Green
284,0,0.0015337210381403566,0.17472246263508284,0.03617146935752885,Green
285,0,0.9204172849655152,0.04291348556444975,0.7449165250853022,Red
286,0,0.005524414731189608,0.09827980614393013,0.02407549301373771,Green
287,0,0.005481316894292832,0.10006982627466257,0.024399018770366775,Green
288,0,0.0009805173380300401,0.0423109579278582,0.009246605455995672,Green
289,0,0.0026579799596220255,0.06139246455551585,0.014404876878800788,Green
290,0,0.002564553217962384,0.10826388868936587,0.02370442031224308,Green
291,0,0.00024678595655132086,0.06658290992287004,0.013514010749815062,Green
292,0,0.4114250004291534,0.07478696448024241,0.3440973932393712,Amber
293,0,0.0036027616821229457,0.07467387389319839,0.01781698412433803,Green
294,0,0.00026685138000175356,0.029064450886380495,0.0060263712812775,Green
295,0,0.0005258606513962149,0.0329613242479624,0.007012953370709451,Green
296,0,0.0070131988730281584,0.03423816307152131,0.012458191712726788,Green
297,0,0.00017175972170662134,0.057986705163166744,0.011734748809998643,Green
298,0,0.014281118288636208,0.07034053152481042,0.02549300093587105,Green
299,0,0.0033574600936844942,0.12780945860635995,0.028247859796219577,Green
300,0,0.00035466979607008393,0.08616483597861159,0.017516703032578382,Green
301,0,0.004254023171961307,0.10305800186061793,0.024014818909692627,Green
302,0,0.00031701491097919644,0.03305076412583445,0.0068637647539502465,Green
303,0,0.003000458050519228,0.02518858575143947,0.007438083590703275,Green
304,0,8.349334530066699e-05,0.0373059325649299,0.007527981189226512,Green
305,0,0.008976312726736069,0.12991728376407966,0.03316450693420478,Green
306,0,0.00030150641105137766,0.05058633898167809,0.010358472925176717,Green
307,0,0.009103349782526492,0.046514933471799885,0.016585666520381168,Green
308,0,0.000269301695516333,0.06362923358531528,0.012941288073476118,Green
309,0,0.007871728483587503,0.04836628004503674,0.01597063879587735,Green
310,0,0.0005452769284602255,0.13667463437411478,0.02777114841759113,Green
311,0,0.000141097376763355,0.21336657403276027,0.04278619270796273,Green
312,0,0.00020063555566594002,0.2761937086431951,0.05539925017317176,Green
313,0,0.006201963522471487,0.08668354372952054,0.022298279563881293,Green
314,0,0.0021054881159216165,0.02940327098928076,0.0075650446905934435,Green
315,0,0.0017233761260285973,0.09545468038603612,0.020469636978030097,Green
316,0,0.052396648377180104,0.04639825283952915,0.051196969269649915,Green
317,0,0.0024169515119865535,0.08134752521520383,0.018203066252630004,Green
318,0,0.0015773336170241236,0.09034790919670022,0.01933144873295934,Green
319,0,0.0002228987170383334,0.06087557635140611,0.012353434243911885,Green
320,0,0.0006851268466562032,0.07088157331370266,0.014724416140065493,Green
321,0,0.0001173627213574946,0.15379962035198688,0.030853814247483364,Green
322,0,0.00018006617319770156,0.09932666950181789,0.020009386838921735,Green
323,0,0.015415671421214937,0.05806464953442241,0.02394546704385643,Green
324,0,0.3244893729686737,0.041796567328859266,0.2679508118407108,Green
325,0,0.0003218171768821776,0.052970138031149035,0.010851481347735547,Green
326,0,0.004086643271148205,0.05946603675455637,0.015162521967829835,Green
327,0,0.0022282913560047746,0.04617818265278729,0.011018269615361276,Green
328,0,0.0060159252025187016,0.05834394004658862,0.016481528171332683,Green
329,0,0.006107605621218681,0.05921484091642035,0.016729052680259014,Green
330,0,0.0007360385614447295,0.12324664209295765,0.025238159267747307,Green
331,0,0.0006649820716120303,0.3476699336133453,0.07006597237995867,Green
332,0,0.009669413790106773,0.06146514022982728,0.020028559078050873,Green
333,0,0.0010013800114393235,0.03394156716632658,0.007589417442416774,Green
334,0,0.0014219484175555406,0.11314924947625131,0.02376740862929469,Green
335,0,0.028208565711975095,0.0930920475904212,0.04118526208766431,Green
336,0,0.0025652163196355103,0.11305979688676047,0.0246641324330605,Green
337,0,0.008188805263489484,0.11141287740413175,0.028833619691617934,Green
338,0,0.00028014642302878203,0.04568209390274684,0.009360535918972393,Green
339,0,0.0008712275535799563,0.028963935552362045,0.0064897691533363725,Green
340,0,0.0003387814678717405,0.05989620422468515,0.012250266019234419,Green
341,0,0.011519634816795587,0.01878168448740728,0.012972044750917924,Green
342,0,0.0017021047649905085,0.07923452397554694,0.01720858860710179,Green
343,0,0.012560363858938217,0.08041119996055639,0.026130531079261846,Green
344,0,0.0002467510348651558,0.056442709010897235,0.01148594263007157,Green
345,0,0.00022522435756400228,0.03786654315252928,0.007753488116557057,Green
346,0,0.00031585005344823,0.12231893429026358,0.024716466900811293,Green
347,0,0.020850242674350736,0.06013532290374756,0.028707258720230097,Green
348,0,0.006997527368366718,0.09877729306667477,0.025353480508028325,Green
349,0,0.0037334616761654613,0.07239173506552891,0.01746511635403815,Green
350,0,7.077304035192355e-05,0.07800155361883836,0.015656929156049208,Green
351,0,0.08040163069963455,0.12809654307834695,0.08994061317537702,Green
352,0,0.0001332809013547376,0.11344723073582624,0.022796070868249033,Green
353,0,0.0031840248964726927,0.14440823578243503,0.031428867073665157,Green
354,0,0.04967935383319855,0.040672771119181245,0.04787803729039508,Green
355,0,9.18374236789532e-05,0.07711374475647745,0.01549621889023865,Green
356,0,0.006210096459835768,0.1554918406948942,0.036066445306847446,Green
357,0,0.0002479369344655424,0.048226768887947406,0.009843703325161914,Green
358,0,8.094738732324913e-05,0.021806272087865407,0.00442601232743168,Green
359,0,0.0003270128159783781,0.1262740032944964,0.025516410911681976,Green
360,0,6.107325243647209e-05,0.13234227813816332,0.026517314229581836,Green
361,0,0.023627141118049623,0.06445068480052064,0.03179184985454383,Green
362,0,0.001304665324278176,0.09046671876159965,0.019137076011742468,Green
363,0,0.0005056642461568117,0.15821075987213748,0.03204668337135294,Green
364,0,0.0005817405297420919,0.07305877551784058,0.015077147527361787,Green
365,0,0.00014007878489792348,0.038081634507274864,0.00772838992937331,Green
366,0,0.0024698788416571914,0.06570427044715597,0.015116757162756945,Green
367,0,0.002333927154541016,0.032831983761472484,0.008433538475927309,Green
368,0,0.0030330037465319034,0.017899590392343092,0.00600632107569414,Green
369,0,0.00010628820746205747,0.087536818131653,0.017592394192300242,Green
370,0,0.0027554128784686325,0.045456308187589355,0.011295591940292775,Green
371,0,0.0051134192850440735,0.1578480453034392,0.03566034448872309,Green
372,0,0.0002651548944413662,0.2625675735412854,0.05272563862381016,Green
373,0,0.004609106015414,0.07478392698034111,0.01864407020839942,Green
374,0,0.011284425854682922,0.07904973902845844,0.024837488489438023,Green
375,0,0.019659675471484662,0.04296756454931348,0.024321253287050426,Green
376,0,0.000346095216809772,0.06392643725741197,0.013062163624930208,Green
377,0,0.00017885322158690543,0.18042130249146532,0.03622734307556258,Green
378,0,0.005846063792705536,0.16392537808254232,0.03746192665067289,Green
379,0,0.0006238928879611194,0.06111637870292887,0.012722390050954666,Green
380,0,0.002352062915451825,0.08609832040804076,0.019101314413969606,Green
381,0,0.0014410309493541717,0.06738744497703093,0.014630313754889521,Green
382,0,0.006742867454886436,0.06693512120043939,0.018781318203997022,Green
383,0,0.0008111309260129928,0.08426420222306347,0.017501745185423086,Green
384,0,0.00498589901253581,0.039775620038007234,0.011943843217630094,Green
385,0,0.0003609285573475063,0.07970394862444663,0.016229532570767327,Green
386,0,0.005304449331015348,0.027298520953376815,0.00970326365548764,Green
387,0,0.00043380741844885047,0.07000301533021099,0.014347649000801274,Green
388,0,0.00011972268694080413,0.21949318213035252,0.04399441457562314,Green
389,0,0.09118822440505028,0.02339980869736336,0.0776305412635129,Green
390,0,0.001672203291673213,0.15563215389654167,0.0324641934126469,Green
391,0,0.005085833184421062,0.05392276025146623,0.014853218597830092,Green
392,0,8.606962946942077e-05,0.059876521287505424,0.012044159961076618,Green
393,0,0.030980426445603372,0.052694807032170485,0.0353233025629168,Green
394,0,0.0007213895791210235,0.04419749664798574,0.009416610992893964,Green
395,0,0.011506740376353264,0.0714504686691758,0.02349548603491777,Green
396,0,6.236265398911201e-05,0.22935140581669713,0.045920171286530705,Green
397,0,0.00023145839222706854,0.1798371999337188,0.036152606700525405,Green
398,0,0.04749738471582531,0.018730521914361333,0.04174401215553252,Green
399,0,0.0005634280620142818,0.10014997846571064,0.020480738142753547,Green
400,0,0.011030871979892254,0.11973437340527272,0.032771572264968345,Green
